,tag,type,author,doi,journal,pages,title,volume,year,publisher,url,institution,number,mendeley-tags,booktitle,edition,month,address,editor,arc-citations,arc-source
5890,Coates2005a,article,"Coates, John H.",,Pure and Applied Mathematics Quarterly,,{Congruent Number Problem},,2005,,,,,,,,,,,0,mendeley
5891,Peters2013,article,"Peters, Ole and Klein, W.",10.1103/PhysRevLett.110.100603,Physical Review Letters,,{Ergodicity breaking in geometric brownian motion},110,2013,,,,10,Peters,,,,,,0,mendeley
5892,LUMBERMENSMUTUALCASUALTYCOMPANY2003c,article,{LUMBERMENS MUTUAL CASUALTY COMPANY},,,,"{LUMBERMENS MUTUAL CASUALTY COMPANY Statutory Financial Statements 2002, 2001}",2001,2003,,,,,,,,,,,0,mendeley
5893,Korbel2018,article,"Korbel, Jan and Hanel, Rudolf and Thurner, Stefan",10.3390/e21020112,,,{Information geometric duality of φ-deformed exponential families},,2018,,http://arxiv.org/abs/1812.09893,,,,,,,,,0,mendeley
5894,Nolan1997,article,"Nolan, John P.",10.1080/15326349708807450,,759--774,{Numerical calculation of stable densities and distribution functions},13,1997,,http://www.tandfonline.com/loi/lstm19%0Ahttp://dx.doi.org/10.1080/15326349708807450%0Ahttp://www.tandfonline.com/page/terms-and-conditions,,4,,,,,,,0,mendeley
5895,Obersteadt2017,misc,"Obersteadt, Anne",,,,{NAIC Enhanced P/C RBC Formula for Catastrophe Risk Charges},August,2017,,,,,,CIRP Newsletter,,,,,0,mendeley
5896,Systems2017,article,"Systems, Chaotic and Programs, Revolution Mathematica and Mildenhall, Westley",,,1--7,{Appendix : Chaotic Systems of Geodesics on Surfaces of Revolution 1 . Gaussian Curvature of a Surface of Revolution Calculator 2 . Testing Surfaces of Revolution by changing the space curvature of the profile curve 3 . Looking at Geodesics by Starting Ang},3,2017,,,,April,,,,,,,0,mendeley
5897,Huber1972,article,"Huber, Peter J.",10.1214/aoms/1177692459,The Annals of Mathematical Statistics,1041--1067,{The 1972 Wald Lecture Robust Statistics: A Review},43,1972,,,,4,,,,,,,0,mendeley
5898,Dutang2017,article,"Dutang, Christophe and Milhaud, Xavier and Ouellet, Tommy",,,,{Package ' actuar '},,2017,,,,,,,,,,,0,mendeley
5899,Bin2008,article,"Bin, Okmyung and Kruse, Jamie Brown and Landry, Craig E.",10.1111/j.1539-6975.2007.00248.x,Journal of Risk and Insurance,63--82,"{Flood hazards, insurance rates, and amenities: Evidence from the coastal housing market}",75,2008,,,,1,,,,,,,0,mendeley
5900,AlYYYY,article,"Ali, Robleh",,,,{Innovations in payment technologies and the emergence of digital currencies},,,,,,,,,,,,,0,mendeley
5901,Yamazaki2013,article,"Yamazaki, Kazutoshi",,arXiv preprint arXiv:1303.5163,1--24,{Inventory control for spectrally positive Lévy demand processes},,2013,,http://arxiv.org/abs/1303.5163,,,,,,,,,0,mendeley
5902,AonBenfield2016n,article,{Aon Benfield},,Evolving Criteria Bulletin,,{Update on P&C Stochastic-Based BCAR Model},,2016,,,,March,Aon,,,,,,0,mendeley
5903,Robbins2010,article,"Robbins, By Edward L. and Bush, Richard N.",,,3--28,{Actuarial Guideline : XLIII Statutory and Tax Issues},,2010,,,,February,,,,,,,0,mendeley
5904,Carson1994,misc,"Carson, James M.",10.1257/0002828041464551,,185----200,{Backdating of Life Insurance Contracts: An Examination},13,1994,,,,2,,Journal of Insurance Regulation,,,,,0,mendeley
5905,Blanchet2020,article,"Blanchet, Jose and Lam, Henry and Liu, Yang and Wang, Ruodu",,,1--66,{Convolution Bounds on Quantile Aggregation},,2020,,http://arxiv.org/abs/2007.09320,,,WangR,,,,,,0,mendeley
5906,Boik1998,article,"Boik, Robert J.",10.1006/jmva.1998.1766,Journal of Multivariate Analysis,244--276,{A Local Parameterization of Orthogonal and Semi-Orthogonal Matrices with Applications},67,1998,,http://linkinghub.elsevier.com/retrieve/pii/S0047259X98917663,,2,,,,nov,,,0,mendeley
5907,Consul1973b,article,"Consul, P. C. and Jain, G. C.",10.1080/00401706.1973.10489112,Technometrics,791--799,{A Generalization of the Poisson Distribution},15,1973,,https://www.jstor.org/stable/pdf/1267389.pdf,,4,,,,,,,0,mendeley
5908,HoffmannJørgensen1971,misc,"Hoffmann-Jørgensen, J.",10.7146/math.scand.a-11023,,257,{Existence of Conditional Probabilities.},28,1971,,,,,,Mathematica Scandinavica,,,,,0,mendeley
5909,Kemp2019a,article,"Kemp, Malcolm",,,,{Review of the Design of the Solvency II Risk Margin},,2019,,,,December,,,,,,,0,mendeley
5910,Fischer1975,article,"Fischer, Stanley",10.1086/260363,Journal of Political Economy,866--866,{The Demand for Index Bonds},83,1975,,,,4,"Book,PIR",,,,,,375,mendeley
5911,Coval2009a,article,"Coval, Joshua D. and Jurek, Jakub W. and Stafford, Erik",10.1257/jep.23.1.3,Journal of Economic Perspectives,3--25,{The economics of structured finance},23,2009,,,,1,,,,,,,1062,mendeley
5912,Zitkovic2013a,techreport,"Zitkovic, Gordan",,,1--17,{Conditional Expectation},,2013,,,,,,,,,,,0,mendeley
5913,Angrist1999,article,"Angrist, Joshua D. and Krueger, Alan B.",10.1016/S1573-4463(99)03004-7,Handbook of Labor Economics,1277--1357,{EMPIRICAL STRATEGIES 3 Data collection strategies 4 Measurement issues 5 Summary},3,1999,,,,,,,,,,,0,mendeley
5914,MCCA2011,article,MCCA,,,,{MCCA 2011 Annual Statement},,2011,,,,,,,,,,,0,mendeley
5915,Landsman2001a,article,"Landsman, Zinoviy M. and Sherris, Michael",10.1016/S0167-6687(01)00076-2,Insurance: Mathematics and Economics,103--115,{Risk measures and insurance premium principles},29,2001,,,,1,,,,,,,0,mendeley
5916,Davis2013,article,"Davis, M. H. and Pistorius, M. R.",,arXiv preprint arXiv:1306.2719,1--21,{Explicit solution to an inverse first-passage time problem for Lé vy processes. Application to counterparty credit risk},,2013,,http://arxiv.org/abs/1306.2719,,,,,,,,,0,mendeley
5917,Henrion2006,article,"Henrion, R.",,Management Science and Engineering Management,111--118,{Some remarks on value-at-risk optimization},1,2006,,http://www.ijmsem.org/upfiles/Download/2009121611423444871.pdf,,2,,,,,,,0,mendeley
5918,Monsour2015,article,"Monsour, Christopher",,,,{Predictive Analytics and Data Science for Aspiring Actuaries},,2015,,,,November,,,,,,,0,mendeley
5919,Wray2004,article,"Wray, L. Randall",10.4337/9781843769842.00013,Society of Heterodox Economists Conference,1--31,"{The Credit Money, State Money, and Endogenous Money Approaches}",,2004,,,,32,,,,,,,0,mendeley
5920,Tchen1980,article,"Tchen, Andre H.",10.1214/aop/1176994668,The Annals of Probability,814--827,{Inequalities for Distributions with Given Marginals},8,1980,,,,4,,,,,,,0,mendeley
5921,Berrystolzle2011,book,"Berry-stölzle, Thomas R.",,,,{External Financing in the Life Insurance Industry : Evidence from the Financial Crisis},,2011,,,,,,,,,,,0,mendeley
5922,Kupper2009a,article,"Kupper, Michael and Schachermayer, Walter",10.1007/s11579-009-0019-9,Mathematics and Financial Economics,189--210,{Representation results for law invariant time consistent functions},2,2009,,,,3,,,,,,,0,mendeley
5923,Fu2009,article,"Fu, Michael C. and Hong, L. Jeff and Hu, Jian Qiang",10.1287/mnsc.1090.1090,Management Science,2019--2027,{Conditional monte carlo estimation of quantile sensitivities},55,2009,,,,12,CMM,,,,,,0,mendeley
5924,Landsman1998b,article,"Landsman, Zinoviy M. and Makov, Udi E.",10.1080/03461238.1998.10413995,Scandinavian Actuarial Journal,89--96,{Exponential dispersion models and credibility},1998,1998,,,,1,,,,,,,0,mendeley
5925,Donoho2006b,article,"Donoho, David L.",10.1002/cpa.20132,Communications on Pure and Applied Mathematics,,{For most large underdetermined systems of linear equations the minimal 1-norm solution is also the sparsest solution},,2006,,,,,,,,,,,0,mendeley
5926,Johansen1966,article,"Johansen, Søren",10.1007/BF00535361,Zeitschrift für Wahrscheinlichkeitstheorie und Verwandte Gebiete,304--316,{An application of extreme point methods to the representation of infinitely divisible distributions},5,1966,,,,4,,,,,,,0,mendeley
5927,GorneYYYY,article,"Gorner, Martin",,,,{>TensorFlow and deep learning_},,,,http://yann.lecun.com/exdb/mnist/,,,,,,,,,0,mendeley
5928,Genz1992,article,"Genz, Alan and Carlo, Monte",10.1080/10618600.1992.10477010,Journal of Computational and Graphical Statistics,141--149,{Numerical Computation of Multivariate Normal Probabilities available},1,1992,,,,2,,,,,,,0,mendeley
5929,Denuit2006,article,"Denuit, Michel M. and Dhaene, Jan and Goovaerts, Marc J. and Kaas, Rob and Laeven, Roger",10.1524/stnd.2006.24.1.1,Statistics & Decisions,1--25,{Risk measurement with equivalent utility principles},24,2006,,http://www.degruyter.com/view/j/stnd.2006.24.issue-1/stnd.2006.24.1.1/stnd.2006.24.1.1.xml,,1,Goovaerts,,,,,,0,mendeley
5930,Eeckhoudt2005,book,"Eeckhoudt, Louis R. and Gollier, Christian and Schlesinger, Harris",,,,{Economic and Financial Decisions under Risk},,2005,Princeton University Press,,,,Gollier,,,,,,0,mendeley
5931,LopezDiaz2012,article,"López-Díaz, Miguel and Sordo, Miguel A. and Suárez-Llorens, Alfonso",10.1016/j.insmatheco.2012.04.004,Insurance: Mathematics and Economics,257--264,{On the L p-metric between a probability distribution and its distortion},51,2012,Elsevier B.V.,http://dx.doi.org/10.1016/j.insmatheco.2012.04.004,,2,,,,,,,0,mendeley
5932,Eeckhoudt1980,article,"Eeckhoudt, Louis R. and Hansen, Pierre",,The American Economic Review,1064--1068,"{Minimum and Maximum Prices, Uncertainty, and the Theory of the Competitive Firm}",70,1980,,,,5,,,,,,,0,mendeley
5933,Luo2011,article,"Luo, Xiaolin and Shevchenko, Pavel V.",,Numerical Algorithms,577--590,{A Short Tale of Long Tail Integration},56,2011,,,,4,FFT,,,,,,0,mendeley
5934,Breiman2011,article,"Breiman, Leo",10.2307/1402118,The Kelly Capital Growth Investment Criterion: Theory And Practice,47--60,{Optimal gambling systems for favorable games},,2011,,,,,Peters,,,,,,0,mendeley
5935,Chatterjee2008,article,"Chatterjee, Sourav",10.1214/07-AOP370,The Annals of Probability,1584--1610,{A new method of normal approximation},36,2008,,http://projecteuclid.org/euclid.aop/1217360979,,4,,,,jul,,,0,mendeley
5936,Spielmann2018,unpublished,"Spielmann, Jérôme",,,,{Classification of the Bounds on the Probability of Ruin for Lévy Processes with Light-tailed Jumps},,2018,,,,,,,,,,,0,mendeley
5937,Li2021a,article,"Li, Lujun and Peter, Richard",10.1111/jori.12339,Journal of Risk and Insurance,695--725,{Should we do more when we know less? The effect of technology risk on optimal effort},88,2021,,,,3,JRI2021,,,,,,0,mendeley
5938,Hall1981,article,"Hall, Peter",10.1112/blms/13.1.23,Bulletin of the London Mathematical Society,23--27,{A Comedy of Errors: The Canonical Form for a Stable Characteristic Function},13,1981,,,,1,EDM-GLM,,,,,,0,mendeley
5939,Gewin2018,article,"Gewin, Virginia",10.1038/d41586-018-02404-4,Nature,129--130,{How to write a first-class paper},555,2018,,,,7694,,,,,,,0,mendeley
5940,Blanchet2019b,article,"Blanchet, Jose and Lam, Henry and Tang, Qihe and Yuan, Zhongyi",10.1080/10920277.2018.1504686,North American Actuarial Journal,33--63,{Robust Actuarial Risk Analysis},23,2019,Routledge,https://doi.org/10.1080/10920277.2018.1504686,,1,,,,,,,0,mendeley
5941,CaliforniaEarthquakeAuthority2016,techreport,{California Earthquake Authority},,,,{20 Years: The Strength to Rebuilt},,2016,,,,,,,,,,,0,mendeley
5942,Eling2007a,article,"Eling, Martin and Parnitzke, Thomas",,Risk Management and Insurance Review,33--50,"{Dynamic Financial Analysis : Classification, Conception, and Implementation}",10,2007,,,,1,CMM,,,,,,0,mendeley
5943,Carlier2008,article,"Carlier, Guillaume and Dana, R. A.",10.1007/s00199-007-0266-z,Economic Theory,189--223,{Two-persons efficient risk-sharing and equilibria for concave law-invariant utilities},36,2008,,,,2,"Risk Measures,Risk Sharing",,,,,,0,mendeley
5944,Vepstas2017,article,"Vepstas, Linas",10.1080/00401706.1993.10484995,,,{On the beta transformation},,2017,,,,,,,,,,,0,mendeley
5945,BarndorffNielsen2008,article,"Barndorff-Nielsen, Ole E. and Hubalek, Friedrich",10.3150/07-BEJ6114,Bernoulli,764--790,"{Probability measures, Lévy measures and analyticity in time}",14,2008,,http://projecteuclid.org/euclid.ps/1405603141 http://projecteuclid.org/euclid.bj/1219669629,,3,,,,,,,0,mendeley
5946,Green2008,article,"Green, B. and Tao, Terence",,Annals of Mathematics,481--547,{The primes contain arbitrarily long arithmetic progressions},167,2008,,http://www.jstor.org/stable/40345354,,,,,,,,,0,mendeley
5947,Baker2013,article,"Baker, B. Y. Joanne",,,,{MODEL TO MITIGATE FUTURE DISASTERS . QUAKE},,2013,,,,,,,,,,,0,mendeley
5948,Coculescu2020,article,"Coculescu, Delia and Delbaen, Freddy",,,1--15,{Group cohesion under individual regulatory constraints},,2020,,http://arxiv.org/abs/2010.01428,,,Delbaen,,,,,,0,mendeley
5949,StroocYYYY,article,"Stroock, Daniel W.",,,0--5,{Errata to Markov Processes from K. Ito's Perspective},,,,,,,,,,,,,0,mendeley
5950,Lord2007,article,"Lord, Roger and Fang, F. and Bervoets, F. and Oosterlee, C. W.",,,,{A fast and accurate FFT-based method for pricing early-exercise options under Lévy processes},,2007,,,,1952,FFT,,,,,,303,mendeley
5951,Meder2021,book,"Meder, David and Rabe, Finn and Morville, Tobias and Madsen, Kristoffer H. and Koudahl, Magnus T. and Dolan, Ray J. and Siebner, Hartwig R. and Hulme, Oliver J.",10.1371/journal.pcbi.1009217,,1--43,{Ergodicity-breaking reveals time optimal decision making in humans},17,2021,,,,9,Peters,PLoS Computational Biology,,,,,0,mendeley
5952,Morris2016,article,"Morris, Jake",,CAS Forum,1--72,{Hierarchical Compartmental Models for Loss Reserving},,2016,,,,,,,,,,,0,mendeley
5953,Bateman1954,book,"Bateman, Harry and Erdélyi, A.",,,391,"{Tables of Integral Transforms, volume I}",,1954,McGraw-Hill,http://books.google.com/books?id=fW3mTgEACAAJ%0Apapers3://publication/uuid/BFA11EC6-D2CC-4876-9F93-BBA46C0B4398,,,,,,,New York,,0,mendeley
5954,Lane2000,article,"Lane, Morton N.",10.2143/ast.30.2.504635,ASTIN Bulletin,259--293,{Pricing Risk Transfer Transactions},30,2000,,,,02,,,,,,,0,mendeley
5955,Lloyds2021,article,Lloyd's,,,,{Realistic Disaster Scenarios - Scenario Specification},,2021,,https://www.lloyds.com/market-resources/underwriting/realistic-disaster-scenarios-rds,,January,,,,,,,0,mendeley
5956,Rossberg2012,article,"Rossberg, A. G.",10.1002/2017GL073191/full,International Journal of sustainbale Development,19--24,{Laplace transforms of probability distributions and Their Inversions are Easy on Logarithmic Scales},03,2012,,,,08,,,,,,,0,mendeley
5957,Kyprianou2013,book,"Kyprianou, Ae",10.1007/978-3-642-37632-0,,,{Fluctuations of Lévy processes with applications},,2013,,http://www.maths.bath.ac.uk/$\sim$ak257/book2e/book2e.pdf%5Cnhttp://books.google.com/books?hl=en&lr=&id=nBYJIgAqV5kC&oi=fnd&pg=PA1&dq=Introductory+lectures+on+Fluctuations+of+L{\'{e}}vy+Processes+with+Applications&ots=NrN5FJWqTZ&sig=a-S8UPRtIakhjbSR_EoKn1w5OU4%5Cnh,,,,Amc,,,,,0,mendeley
5958,Koijen2012,article,"Koijen, Ralph S. J. and Yogo, Motohiro",10.1017/CBO9781107415324.004,NBER Working Paper,,{THE COST OF FINANCIAL FRICTIONS FOR LIFE INSURERS},18321,2012,,,,,,,,,,,0,mendeley
5959,Auten2013a,article,"Auten, Gerald and Gee, Geoffrey and Turner, Nicholas",10.1257/aer.103.3.168,American Economic Review: Papers & Proceedings 2013,168--172,"{Income Inequality, Mobility, and Turnover at the Top in the US, 1987 – 2010}",103,2013,,,,3,,,,,,,0,mendeley
5960,Asness2015,book,"Asness, Clifford S. and Ilmanen, Antti and Israel, Ronen and Moskowitz, Tobias J.",,,27--63,{Investing with style},13,2015,,,,1,,Journal of Investment Management,,,,,0,mendeley
5961,Pesenti2018b,article,"Pesenti, Silvana M. and Tsanakas, Andreas and Millossovich, Pietro",10.1016/j.insmatheco.2018.09.001,Insurance: Mathematics and Economics,29--31,{Euler allocations in the presence of non-linear reinsurance: Comment on Major (2018)},83,2018,,,,,"Reviewed,Tsanakas",,,,,,0,mendeley
5962,Huang2024,article,"Huang, Muqiao and Wang, Ruodu",,,1--28,{Coherent risk measures and uniform integrability},,2024,,http://arxiv.org/abs/2404.03783,,,WangR,,,,,,0,mendeley
5963,Bernard2017a,techreport,"Bernard, Carole and Rüschendorf, Ludger and Vanduffel, Steven and Wang, Ruodu",10.1007/s00780-017-0328-4,,631--659,{Risk bounds for factor models},21,2017,,,,3,WangR,Finance and Stochastics,,,,,0,mendeley
5964,Huang2023,article,"Huang, Dongzhou",10.1214/23-ECP533,Electronic Communications in Probability,1--11,{The existence of the least favorable noise},28,2023,,,,25,,,,,,,0,mendeley
5965,Ford2018,techreport,"Ford, Patrick and Cspa, Fcas",,,,{MCMC Algorithms},,2018,,,,,,CAS MAS II study note,,,,,0,mendeley
5966,Client2013,article,"Client, For and Only, Distribution",,,,{Reinsurance Market Outlook — Sector Analysis},,2013,,,,January,,,,,,,0,mendeley
5967,Ou2016,article,"Ou, Sharon and Chiu, David and Metz, Albert",,Moody's Investor Service,1--76,"{Annual Default Study: Corporate Default and Recovery Rates, 1920-2015}",,2016,,https://www.moodys.com/researchdocumentcontentpage.aspx?docid=PBC_1018455,,May,,,,,,,0,mendeley
5968,Council2008,book,"Council, National Research",,,,{Severe Space Weather Events},,2008,,,,,,,,,,,0,mendeley
5969,Jensen1976,article,"Jensen, Michael C. and Meckling, William H.",10.1177/0018726718812602,Journal of Financial Economics,305--360,"{Theory of the Firm: Managerial Behaviour, Agency Costs and Ownership Structure}",3,1976,,,,,Book,,,,,,50000,mendeley
5970,Denuit2010b,article,"Denuit, Michel M. and Mesfioui, Mhamed",10.1017/S0021900200006537,Journal of Applied Probability,264--276,{Generalized increasing convex and directionally convex orders},47,2010,,,,1,,,,,,,0,mendeley
5971,Frezal2016a,article,"Frezal, Sylvestre",,SOA Risk Management ,18--20,"{Risk / Return, a Chimera?}",,2016,,,,December,,,,,,,0,mendeley
5972,Heller2008,book,"Heller, Gillian z and De jong, Piet",,,212,{Generalized Linear Models for Insurance Data},,2008,Cambridge University Press,https://feb.kuleuven.be/public/u0017833/boek.pdf,,,"Book,EDM-GLM",,,,,,0,mendeley
5973,Brown1986,book,"Brown, Lawrence D.",,,,{Fundamentals of Statistical Exponential Families with Applications in Statistical Decision Theory},9,1986,"Institute of Mathematical Statistics, Hayward CA",,,,Book,,,,,,0,mendeley
5974,Carr2004,article,"Carr, Peter P. and Wu, Liuren",10.1016/S0304-405X(03)00171-5,Journal of Financial Economics,113--141,{Time-changed Lévy processes and option pricing},71,2004,,http://linkinghub.elsevier.com/retrieve/pii/S0304405X03001715,,1,"Carr,Peters",,,jan,,,0,mendeley
5975,AonBenfield2013g,techreport,{Aon Benfield},,,,"{Aon Benfield Aggregate, YE 2013}",,2013,,,,,Aon,,,,,,0,mendeley
5976,Lewandowski2009,article,"Lewandowski, Daniel and Kurowicka, Dorota and Joe, Harry",10.1016/j.jmva.2009.04.008,Journal of Multivariate Analysis,1989--2001,{Generating random correlation matrices based on vines and extended onion method},100,2009,Elsevier Inc.,http://linkinghub.elsevier.com/retrieve/pii/S0047259X09000876,,9,,,,oct,,,0,mendeley
5977,Schneider2005,article,"Schneider, R. and Schwab, Christoph and Kiel, D-",,,,{Wavelet solution of variable order pseudodifferential equations},,2005,,,,,,,,,,,0,mendeley
5978,Lauzier2023a,article,"Lauzier, Jean-Gabriel and Lin, Liyuan and Wang, Ruodu",,,1--45,"{Risk sharing, measuring variability, and distortion riskmetrics}",,2023,,http://arxiv.org/abs/2302.04034,,,WangR,,,,,,0,mendeley
